Keyword,Period,Year,Date,Hit_Cleaned,Hit
Nation,1990-2004,1999,1999-02-25,"""Ich sehe keine Stämme, ich sehe nur eine Nation.","""Ich sehe keine Stämme, ich sehe nur eine Nation."
Nation,1990-2004,1999,1999-04-29,"Häßliche Sätze finden sich auch in einem kurdischen Memorandum an die Vereinten Nationen aus dem November 1948, demzufolge ein gewisser Mahmoud Essad, türkischer Justizminister, im Jahre 1930 geäußert haben soll:","Häßliche Sätze finden sich auch in einem kurdischen Memorandum an die Vereinten Nationen aus dem November 1948, demzufolge ein gewisser Mahmoud Essad, türkischer Justizminister, im Jahre 1930 geäußert haben soll:"
Nation,1990-2004,1999,1999-04-15,"Sie will historisch und systematisch zwischen Ethnie, Nation, Nationalstaat und Nationalismus unterscheiden, um einen anachronistischen Allerweltsbegriff von ""Nationalismus"" auszuschließen.","Sie will historisch und systematisch zwischen Ethnie, Nation, Nationalstaat und Nationalismus unterscheiden, um einen anachronistischen Allerweltsbegriff von ""Nationalismus"" auszuschließen."
Nation,1990-2004,1999,1999-10-14,Neuerdings möchten die selbstbewussten Regierungschefs der größten Nationen das EU-Gesetzgebungsverfahren am liebsten gleich ganz durch Vereinbarungen unter den Chefs ersetzen.,Neuerdings möchten die selbstbewussten Regierungschefs der größten Nationen das EU-Gesetzgebungsverfahren am liebsten gleich ganz durch Vereinbarungen unter den Chefs ersetzen.
Nation,1990-2004,1999,1999-12-16,"Die Globalisierung schwächt zusehends die verbindenden Strukturen der menschlichen Gemeinschaft, vor allem aber die Nation.","Die Globalisierung schwächt zusehends die verbindenden Strukturen der menschlichen Gemeinschaft, vor allem aber die Nation."
Nation,1990-2004,1999,1999-03-31,"Es ist dies der Schritt über Friedenskonferenzen und Völkerbund und Vereinte Nationen hinaus zur Weltrepublik, von der so mancher Utopist geträumt hat, allen voran Jean Baptiste Cloots aus Kleve, der im Paris der großen Revolution die République Universelle proklamierte.","Es ist dies der Schritt über Friedenskonferenzen und Völkerbund und Vereinte Nationen hinaus zur Weltrepublik, von der so mancher Utopist geträumt hat, allen voran Jean Baptiste Cloots aus Kleve, der im Paris der großen Revolution die République Universelle proklamierte."
Nation,1990-2004,1999,1999-03-18,Ausländische Kandidaten - im Flensburger Werk arbeiten Menschen aus 21 Nationen - müssen hinreichende Deutschkenntnisse nachweisen.,Ausländische Kandidaten - im Flensburger Werk arbeiten Menschen aus 21 Nationen - müssen hinreichende Deutschkenntnisse nachweisen.
Nation,1990-2004,1999,1999-01-07,"Doch wie ändert man das Image einer ganzen Nation, zumal einer solchen?","Doch wie ändert man das Image einer ganzen Nation, zumal einer solchen?"
Nation,1990-2004,1999,1999-04-22,"Gewählt wurde ein Politiker, dem sein bewegtes Leben zwischen Freiheitskampf, Aufbauzeit und nicht ganz freiwilligen Wanderjahren wie Jahresringe ins Gesicht gezeichnet stehen - ein alter Mann in einer jungen Nation.","Gewählt wurde ein Politiker, dem sein bewegtes Leben zwischen Freiheitskampf, Aufbauzeit und nicht ganz freiwilligen Wanderjahren wie Jahresringe ins Gesicht gezeichnet stehen - ein alter Mann in einer jungen Nation."
Nation,1990-2004,1999,1999-12-09,Seit 1969 präsentierte die Bundesregierung alljährlich zum 17. Juni ihren Bericht zur Lage der Nation im geteilten Deutschland.,Seit 1969 präsentierte die Bundesregierung alljährlich zum 17. Juni ihren Bericht zur Lage der Nation im geteilten Deutschland.
Nation,1990-2004,1999,1999-04-22,"Rußland ist auf jeden Fall der Schlüssel dafür, daß die Vereinten Nationen wieder eine stärkere Rolle spielen können.","Rußland ist auf jeden Fall der Schlüssel dafür, daß die Vereinten Nationen wieder eine stärkere Rolle spielen können."
Nation,1990-2004,2000,2000-10-26,"Sie waren mit tiefen Krisen, grausamen Kriegen und großen Reden über die Nation aufgewachsen.","Sie waren mit tiefen Krisen, grausamen Kriegen und großen Reden über die Nation aufgewachsen."
Nation,1990-2004,2000,2000-12-07,"Diese Spannung ist in den letzten zwei Jahrhunderten als tiefer Riss durch die lateinischen Nationen gegangen, während das protestantische Christentum es zunächst leichter hatte, liberalen und aufgeklärten Ideen in seinem Inneren Raum zu geben, ohne dass der Rahmen eines weitläufigen christlichen Grundkonsenses dabei hätte gesprengt werden müssen.","Diese Spannung ist in den letzten zwei Jahrhunderten als tiefer Riss durch die lateinischen Nationen gegangen, während das protestantische Christentum es zunächst leichter hatte, liberalen und aufgeklärten Ideen in seinem Inneren Raum zu geben, ohne dass der Rahmen eines weitläufigen christlichen Grundkonsenses dabei hätte gesprengt werden müssen."
Nation,1990-2004,2000,2000-05-25,"Beispielsweise verdeutlicht Mazower, wie viel der Wohlfahrtsstaat des 20. Jahrhunderts der nationalistischen Sorge um sinkende Geburtsraten und die eugenische Zukunft der Nation verdankt.","Beispielsweise verdeutlicht Mazower, wie viel der Wohlfahrtsstaat des 20. Jahrhunderts der nationalistischen Sorge um sinkende Geburtsraten und die eugenische Zukunft der Nation verdankt."
Nation,1990-2004,2000,2000-01-05,"Aber es kann doch nicht sein, dass sich Deutschland als Nation in Zukunft etwa nur noch über die Fußballnationalmannschaft, über den olympischen Tabellenspiegel und die gesicherte Altersvorsorge definiert.","Aber es kann doch nicht sein, dass sich Deutschland als Nation in Zukunft etwa nur noch über die Fußballnationalmannschaft, über den olympischen Tabellenspiegel und die gesicherte Altersvorsorge definiert."
Nation,1990-2004,2000,2000-10-26,"Die Duales System Deutschland AG hat die gesamte Abfallentsorgung koordiniert und zudem die teilnehmenden Nationen beraten, welche Abfallbehälter sie brauchen, wie getrennt wird.","Die Duales System Deutschland AG hat die gesamte Abfallentsorgung koordiniert und zudem die teilnehmenden Nationen beraten, welche Abfallbehälter sie brauchen, wie getrennt wird."
Nation,1990-2004,2000,2000-05-18,"Während etwa der deutsche Nachwuchs im Mathematikunterricht auf einen Lösungsweg getrimmt wird, ermuntern die Lehrer erfolgreicherer Nationen zu kreativem Denken:","Während etwa der deutsche Nachwuchs im Mathematikunterricht auf einen Lösungsweg getrimmt wird, ermuntern die Lehrer erfolgreicherer Nationen zu kreativem Denken:"
Nation,1990-2004,2000,2000-06-29,"Man muss die Expo nicht einmal schlechtreden wollen, aber sie ist wirklich nichts anderes als ein Riesentheater der Nationen, bunte Gigantomanie mit dem Bruchteil an Information einer üblichen Tourismusmesse, Friede, Freude, Eierkuchen, fern jeder Realität.","Man muss die Expo nicht einmal schlechtreden wollen, aber sie ist wirklich nichts anderes als ein Riesentheater der Nationen, bunte Gigantomanie mit dem Bruchteil an Information einer üblichen Tourismusmesse, Friede, Freude, Eierkuchen, fern jeder Realität."
Nation,1990-2004,2000,2000-02-24,264 Studenten aus 36 Nationen reden sich in Englisch und Französisch die Köpfe heiß.,264 Studenten aus 36 Nationen reden sich in Englisch und Französisch die Köpfe heiß.
Nation,1990-2004,2000,2000-06-21,Natürlich sind unsere Nationen wesentlich älter als unsere Nationalstaaten.,Natürlich sind unsere Nationen wesentlich älter als unsere Nationalstaaten.
Nation,1990-2004,2000,2000-06-08,"Dieses Gefühl der Geringschätzung erklärt, mit welchem Nachdruck heute darauf bestanden wird, dass die Ukraine ihre eigene, unverwechselbare Würde habe, dass das Selbstbewusstsein der Nation sich darauf gründen dürfe, das griechische wie das lateinische Erbe Europas über die Zeiten hin bewahrt zu haben.","Dieses Gefühl der Geringschätzung erklärt, mit welchem Nachdruck heute darauf bestanden wird, dass die Ukraine ihre eigene, unverwechselbare Würde habe, dass das Selbstbewusstsein der Nation sich darauf gründen dürfe, das griechische wie das lateinische Erbe Europas über die Zeiten hin bewahrt zu haben."
Nation,1990-2004,2000,2000-07-06,"Gerade in Deutschland, in dieser verspäteten Nation mit ihrer verspäteten Demokratie, verdient - zumal nach dem Fehlstart der Weimarer Republik und der Katastrophe des ""Dritten Reiches"" - die Pflege der Institutionen und der geordneten Verfahren immer noch besondere Aufmerksamkeit, also die Achtung vor der geschriebenen wie der ungeschriebenen Verfassung.","Gerade in Deutschland, in dieser verspäteten Nation mit ihrer verspäteten Demokratie, verdient - zumal nach dem Fehlstart der Weimarer Republik und der Katastrophe des ""Dritten Reiches"" - die Pflege der Institutionen und der geordneten Verfahren immer noch besondere Aufmerksamkeit, also die Achtung vor der geschriebenen wie der ungeschriebenen Verfassung."
Nation,1990-2004,2000,2000-11-23,"Sieh mal, von Deutschland ist der Krieg ausgegangen, wie viele Menschen haben wir umgebracht als Nation.","Sieh mal, von Deutschland ist der Krieg ausgegangen, wie viele Menschen haben wir umgebracht als Nation."
Nation,1990-2004,2000,2000-08-24,"Eine eigentümliche Kombination von bürgerlicher Emanzipation und nationalem und ethnischem Ressentiment scheint in allen europäischen Nationen jene Moderne kompensiert zu haben, in der das Leben radikal durcheinander gerät.","Eine eigentümliche Kombination von bürgerlicher Emanzipation und nationalem und ethnischem Ressentiment scheint in allen europäischen Nationen jene Moderne kompensiert zu haben, in der das Leben radikal durcheinander gerät."
Nation,1990-2004,2000,2000-11-23,"Ebenso undurchsichtig ist sein Rücktritt, den er am Sonntagabend erklärt hat. Per Fax teilte der Präsident seinem Volk mit, dass er zum Wohle der Nation auf sein Amt verzichte.","Ebenso undurchsichtig ist sein Rücktritt, den er am Sonntagabend erklärt hat. Per Fax teilte der Präsident seinem Volk mit, dass er zum Wohle der Nation auf sein Amt verzichte."
Nation,1990-2004,2000,2000-06-29,"Wer Unheil (oder Segen) des Christentums messen wollte, müsste sein Augenmerk auf die Menschen richten, die in 2000 Jahren jenem Anruf Jesu folgten, der prophetisch ""an alle"" erging und die Schranken von ""Nation"" und ""Religion"" durchbrach.","Wer Unheil (oder Segen) des Christentums messen wollte, müsste sein Augenmerk auf die Menschen richten, die in 2000 Jahren jenem Anruf Jesu folgten, der prophetisch ""an alle"" erging und die Schranken von ""Nation"" und ""Religion"" durchbrach."
Nation,1990-2004,2000,2000-10-05,"Da jede Nation einen Führer benötige, wobei man bei dessen Auswahl nicht wählerisch sein müsse, wird der debile, impotente Zivko zum ""Oberstiefvater der Nation"" ernannt.","Da jede Nation einen Führer benötige, wobei man bei dessen Auswahl nicht wählerisch sein müsse, wird der debile, impotente Zivko zum ""Oberstiefvater der Nation"" ernannt."
Nation,1990-2004,2000,2000-06-08,"""Die polnische Nation"", argumentiert Fischer im Gespräch mit Michnik, ""hat nach ihrer tragischen Geschichte endlich ihren Nationalstaat, der von außen nicht gefährdet ist.Endlich zu Hause!Und schon wieder soll man das abgeben?Ich verstehe, dass dies viele Fragen aufwirft.""Der Osten muss ein Teil des Westens werden Gerade gegenüber den Europäern im Osten handelt es sich beim lauten Nachdenken über einen ""Ausweg aus dem Widerspruch"" zwischen Nationalstaat und funktionsfähigen europäischen Institutionen um einen überfälligen Verständigungsversuch.","""Die polnische Nation"", argumentiert Fischer im Gespräch mit Michnik, ""hat nach ihrer tragischen Geschichte endlich ihren Nationalstaat, der von außen nicht gefährdet ist.Endlich zu Hause!Und schon wieder soll man das abgeben?Ich verstehe, dass dies viele Fragen aufwirft.""Der Osten muss ein Teil des Westens werden Gerade gegenüber den Europäern im Osten handelt es sich beim lauten Nachdenken über einen ""Ausweg aus dem Widerspruch"" zwischen Nationalstaat und funktionsfähigen europäischen Institutionen um einen überfälligen Verständigungsversuch."
Nation,1990-2004,2000,2000-06-08,"""Gran Hermano"", das rasante spanische ""Big Brother"", empört und begeistert die Nation","""Gran Hermano"", das rasante spanische ""Big Brother"", empört und begeistert die Nation"
Nation,1990-2004,2000,2000-09-21,"Während die Völker des Ostblocks 1989 im Namen der Demokratie ihre Regime zum Einsturz brachten, stand der Umbruch in Jugoslawien im Zeichen der Nation.","Während die Völker des Ostblocks 1989 im Namen der Demokratie ihre Regime zum Einsturz brachten, stand der Umbruch in Jugoslawien im Zeichen der Nation."
Nation,1990-2004,2000,2000-07-27,"Wer glaubt schon, ein Völkchen von einer Million könne einer Nation von 150 Millionen gefährlich werden?Und doch glimmt der Konflikt schon über drei Jahrhunderte.","Wer glaubt schon, ein Völkchen von einer Million könne einer Nation von 150 Millionen gefährlich werden?Und doch glimmt der Konflikt schon über drei Jahrhunderte."
Nation,1990-2004,2000,2000-03-02,"Ausgerechnet Mosambik!Geplündert von den portugiesischen Kolonialherren, verwüstet in 17 Jahren Bürgerkrieg, in den Statistiken der Vereinten Nationen lange Zeit als ärmstes Land der Welt geführt.","Ausgerechnet Mosambik!Geplündert von den portugiesischen Kolonialherren, verwüstet in 17 Jahren Bürgerkrieg, in den Statistiken der Vereinten Nationen lange Zeit als ärmstes Land der Welt geführt."
Nation,1990-2004,2000,2000-03-23,Das erfordert von Unternehmen und Nationen Transparenz.,Das erfordert von Unternehmen und Nationen Transparenz.
Nation,1990-2004,2001,2001-07-05,All Nations Festival 2001 Es ist ja so:,All Nations Festival 2001 Es ist ja so:
Nation,1990-2004,2001,2001-11-29,Quoten für Minderheiten sind ihm so suspekt wie die Vereinten Nationen,Quoten für Minderheiten sind ihm so suspekt wie die Vereinten Nationen
Nation,1990-2004,2001,2001-09-20,"1991 gab die EU ihren Mitgliedern das Recht, Asylbewerber abzuweisen, wenn sie aus so genannten ""sicheren"" Drittländern - Nationen in Osteuropa oder der Türkei - nach Westeuropa einreisen.","1991 gab die EU ihren Mitgliedern das Recht, Asylbewerber abzuweisen, wenn sie aus so genannten ""sicheren"" Drittländern - Nationen in Osteuropa oder der Türkei - nach Westeuropa einreisen."
Nation,1990-2004,2001,2001-08-16,"Aber Trajkovski ist auch der Mann, der am Tag nach seiner Flucht, die er selber freilich nie so bezeichnen würde, in einer vom Fernsehen übertragenen Rede an die Nation sagte:","Aber Trajkovski ist auch der Mann, der am Tag nach seiner Flucht, die er selber freilich nie so bezeichnen würde, in einer vom Fernsehen übertragenen Rede an die Nation sagte:"
Nation,1990-2004,2001,2001-10-04,"Doch das ändert nichts daran, dass das Verhältnis auch in den Nationen als etwas Spezielles empfunden wird.","Doch das ändert nichts daran, dass das Verhältnis auch in den Nationen als etwas Spezielles empfunden wird."
Nation,1990-2004,2001,2001-07-12,"Wenn auch beide Nationen historisch wenig verbindet, so haben sie doch am Vorabend des Euro-Zeitalters eines gemeinsam: Sie müssen die Mark zu Grabe tragen.","Wenn auch beide Nationen historisch wenig verbindet, so haben sie doch am Vorabend des Euro-Zeitalters eines gemeinsam: Sie müssen die Mark zu Grabe tragen."
Nation,1990-2004,2001,2001-09-13,"""Die Vereinigten Staaten"", schrieb Tocqueville, ""ist eine Nation ohne Nachbarn.""Ihre historische Erfahrung ist die der absoluten Sicherheit, die kein europäischer Staat je genießen durfte: ""Inmitten eines riesigen Kontinentes bleibt die Union abgeschottet vom Rest der Welt, als wären all ihre Grenzen von Ozeanen umschlungen.""","""Die Vereinigten Staaten"", schrieb Tocqueville, ""ist eine Nation ohne Nachbarn.""Ihre historische Erfahrung ist die der absoluten Sicherheit, die kein europäischer Staat je genießen durfte: ""Inmitten eines riesigen Kontinentes bleibt die Union abgeschottet vom Rest der Welt, als wären all ihre Grenzen von Ozeanen umschlungen."""
Nation,1990-2004,2001,2001-02-22,"Erst Mittwoch vergangener Woche hatte Außenminister Colin Powell bei seinem Antrittsbesuch bei den Vereinten Nationen wortreich versichert, man überprüfe derzeit die Strategie gegenüber dem Irak und dem Nahen Osten - und zwar als verantwortungsbewusstes Mitglied der Vereinten Nation.","Erst Mittwoch vergangener Woche hatte Außenminister Colin Powell bei seinem Antrittsbesuch bei den Vereinten Nationen wortreich versichert, man überprüfe derzeit die Strategie gegenüber dem Irak und dem Nahen Osten - und zwar als verantwortungsbewusstes Mitglied der Vereinten Nation."
Nation,1990-2004,2001,2001-05-23,"Unbeeindruckt vom knappen Raumfahrtbudget, forderte der Apollo-Pionier den neuen US-Präsidenten auf, der Nation am 40. Jahrestag der Kennedy-Rede einen bemannten Vorstoß zum Mars anzukündigen.","Unbeeindruckt vom knappen Raumfahrtbudget, forderte der Apollo-Pionier den neuen US-Präsidenten auf, der Nation am 40. Jahrestag der Kennedy-Rede einen bemannten Vorstoß zum Mars anzukündigen."
Nation,1990-2004,2001,2001-03-22,"Jahrhundert, als der polnische Staat nicht existierte, bildete sich die Nation auf ethnischer und religiöser Basis.","Jahrhundert, als der polnische Staat nicht existierte, bildete sich die Nation auf ethnischer und religiöser Basis."
Nation,1990-2004,2001,2001-11-15,"Oder er zeigt sich, und mit dieser so genannten Britart ist man nun doch bei der Nation, kunstgenmanipuliert in den grotesken Schreckenskinderkörpern der Brüder Dinos und Jake Chapman.","Oder er zeigt sich, und mit dieser so genannten Britart ist man nun doch bei der Nation, kunstgenmanipuliert in den grotesken Schreckenskinderkörpern der Brüder Dinos und Jake Chapman."
Nation,1990-2004,2001,2001-11-22,"Exklusivität und Toleranz im Wetteifer der Religionen und Nationen, erschienen im Merkur Nr. 9 u. 10/99.)Nicht den Erwählungsglauben, sondern seine Perversion, die Hybris, bezeichnete ich als Fluch.","Exklusivität und Toleranz im Wetteifer der Religionen und Nationen, erschienen im Merkur Nr. 9 u. 10/99.)Nicht den Erwählungsglauben, sondern seine Perversion, die Hybris, bezeichnete ich als Fluch."
Nation,1990-2004,2001,2001-08-23,"Nikolaj, der jetzt pensioniert ist, arbeitete jahrelang als sowjetischer Diplomat bei den Vereinten Nationen, danach in Angola und Sierra Leone.","Nikolaj, der jetzt pensioniert ist, arbeitete jahrelang als sowjetischer Diplomat bei den Vereinten Nationen, danach in Angola und Sierra Leone."
Nation,1990-2004,2001,2001-09-27,"Die Frage wurde oft gestellt, wie lange es wohl noch gut gehen kann, dass wir das Wohl einiger Nationen ungestraft über das Wohl anderer Gruppierungen stellen und uns auf Kosten anderer bereichern können.","Die Frage wurde oft gestellt, wie lange es wohl noch gut gehen kann, dass wir das Wohl einiger Nationen ungestraft über das Wohl anderer Gruppierungen stellen und uns auf Kosten anderer bereichern können."
Nation,1990-2004,2001,2001-04-05,"Und Lungenkrebs, sagt der oberste Gesundheitshüter der Nation, sei inzwischen der häufigste Krebs unter Frauen.","Und Lungenkrebs, sagt der oberste Gesundheitshüter der Nation, sei inzwischen der häufigste Krebs unter Frauen."
Nation,1990-2004,2001,2001-07-12,"Nicht umsonst sind es die Weltbank und das Entwicklungsprogramm der Vereinten Nationen (UNDP), zwei wirtschaftliche Institutionen, die besonders am Gesundheitszustand des Blauen Planeten interessiert sind.","Nicht umsonst sind es die Weltbank und das Entwicklungsprogramm der Vereinten Nationen (UNDP), zwei wirtschaftliche Institutionen, die besonders am Gesundheitszustand des Blauen Planeten interessiert sind."
Nation,1990-2004,2001,2001-10-18,Einen Teil des auf 500 Millionen Mark geschätzten Etats - ü üü ü! - steuern vielleicht die Vereinten Nationen bei,Einen Teil des auf 500 Millionen Mark geschätzten Etats - ü üü ü! - steuern vielleicht die Vereinten Nationen bei
Nation,1990-2004,2001,2001-10-04,"Rund 200 Werkbeispiele erscheinen nun so dicht und vielgestaltig wie das gesamte gigantische OEuvre des Malers, der seinen immensen Nachlass im Übrigen seiner Nation vermachte.","Rund 200 Werkbeispiele erscheinen nun so dicht und vielgestaltig wie das gesamte gigantische OEuvre des Malers, der seinen immensen Nachlass im Übrigen seiner Nation vermachte."
Nation,1990-2004,2001,2001-05-23,"Adolf Hitler, unser großer Führer und Kanzler, hat durch die nationalsozialistische Revolution einen neuen Staat geschaffen, durch den das Volk sich wieder eine Dauer und Stetigkeit seiner Geschichte sichern soll.""Das wird nicht dadurch gemildert, dass Heidegger im weiteren ""eine neue und echte Gemeinschaft der Völker und Nationen"" im Zuge der noch echteren ""Auseinandersetzung"" mit ihnen propagiert.","Adolf Hitler, unser großer Führer und Kanzler, hat durch die nationalsozialistische Revolution einen neuen Staat geschaffen, durch den das Volk sich wieder eine Dauer und Stetigkeit seiner Geschichte sichern soll.""Das wird nicht dadurch gemildert, dass Heidegger im weiteren ""eine neue und echte Gemeinschaft der Völker und Nationen"" im Zuge der noch echteren ""Auseinandersetzung"" mit ihnen propagiert."
Nation,1990-2004,2001,2001-10-18,"Aber IWF und Weltbank haben rund um den Globus den Nationen erzählt, sie sollten kein staatliches System haben.","Aber IWF und Weltbank haben rund um den Globus den Nationen erzählt, sie sollten kein staatliches System haben."
Nation,1990-2004,2001,2001-12-19,"Und eine ganze Nation, im Herzen getroffen, umarmt die Zurückgebliebenen mit ihren Dollars.","Und eine ganze Nation, im Herzen getroffen, umarmt die Zurückgebliebenen mit ihren Dollars."
Nation,1990-2004,2001,2001-05-31,Die Vereinten Nationen wollen am 25. Juni über den Hilfsfonds beraten.,Die Vereinten Nationen wollen am 25. Juni über den Hilfsfonds beraten.
Nation,1990-2004,2001,2001-12-13,Im Vergleich mit 32 Nationen landete Deutschland stets im unteren Bereich,Im Vergleich mit 32 Nationen landete Deutschland stets im unteren Bereich
Nation,1990-2004,2001,2001-10-25,"Doch diese Art der Kunst zieht sich durch die Epochen, betrifft alle Bevölkerungsschichten - und alle Nationen.","Doch diese Art der Kunst zieht sich durch die Epochen, betrifft alle Bevölkerungsschichten - und alle Nationen."
Nation,1990-2004,2001,2001-11-15,Damit hebt sich der Club positiv von den Läden in den reichsten Gegenden der Nation ab.,Damit hebt sich der Club positiv von den Läden in den reichsten Gegenden der Nation ab.
Nation,1990-2004,2001,2001-04-26,"Zu diesem Zweck entstanden Einrichtungen wie die Weltbank, Programme und Organe der Vereinten Nationen, regionale Entwicklungsbanken wie die Inter-American Development Bank (IDB) sowie zahllose Stiftungen, Forschungszentren und andere regierungsunabhängige Organisationen.","Zu diesem Zweck entstanden Einrichtungen wie die Weltbank, Programme und Organe der Vereinten Nationen, regionale Entwicklungsbanken wie die Inter-American Development Bank (IDB) sowie zahllose Stiftungen, Forschungszentren und andere regierungsunabhängige Organisationen."
Nation,1990-2004,2002,2002-06-13,"Bekennende Juden seien demnach weder als Teil der Zivilisation zu betrachten, noch sei ihre Existenz in der deutschen Nation vorgesehen.","Bekennende Juden seien demnach weder als Teil der Zivilisation zu betrachten, noch sei ihre Existenz in der deutschen Nation vorgesehen."
Nation,1990-2004,2002,2002-02-21,"""Wir erkennen an, dass unsere Nation sich anderen Gesellschaften gegenüber zuweilen arrogant und ignorant verhalten hat"", steht dort gleich im ersten Absatz über ""amerikanische Werte"" zu lesen.","""Wir erkennen an, dass unsere Nation sich anderen Gesellschaften gegenüber zuweilen arrogant und ignorant verhalten hat"", steht dort gleich im ersten Absatz über ""amerikanische Werte"" zu lesen."
Nation,1990-2004,2002,2002-02-28,"Ihre gemeinsame Absicht bestand darin, einem kritischen Patriotismus Ausdruck zu verleihen, der einerseits dem nationalen Interesse der USA gerecht werden soll, andererseits aber amerikanisches Handeln an den höchsten Werten dieser Nation und der Welt misst.","Ihre gemeinsame Absicht bestand darin, einem kritischen Patriotismus Ausdruck zu verleihen, der einerseits dem nationalen Interesse der USA gerecht werden soll, andererseits aber amerikanisches Handeln an den höchsten Werten dieser Nation und der Welt misst."
Nation,1990-2004,2002,2002-11-28,"Die USA sind die reichste und mächtigste Nation der Welt, deshalb fließt so viel nach draußen, und es kommt wenig herein.","Die USA sind die reichste und mächtigste Nation der Welt, deshalb fließt so viel nach draußen, und es kommt wenig herein."
Nation,1990-2004,2002,2002-08-29,"Wo aber die Schicksalsfragen der Nation von einem unausgesprochenen Schweigekartell erstickt werden, gerät der Wahlkampf ins Kleinliche, Zufällige, Wechselhafte.","Wo aber die Schicksalsfragen der Nation von einem unausgesprochenen Schweigekartell erstickt werden, gerät der Wahlkampf ins Kleinliche, Zufällige, Wechselhafte."
Nation,1990-2004,2002,2002-02-14,"Der Roman spielt 1998, in jenem Sommer, da die amerikanische Nation sich nur noch für die sexuellen Praktiken, für den menschlichen Makel ihres Präsidenten zu interessieren schien.","Der Roman spielt 1998, in jenem Sommer, da die amerikanische Nation sich nur noch für die sexuellen Praktiken, für den menschlichen Makel ihres Präsidenten zu interessieren schien."
Nation,1990-2004,2002,2002-11-28,"Nur wenn Nationen sich nach außen als einig darstellen, können sie drohen und bluffen.","Nur wenn Nationen sich nach außen als einig darstellen, können sie drohen und bluffen."
Nation,1990-2004,2002,2002-08-15,"Jetzt geht es nicht darum, gegen einen klar erkennbaren Angriff und von den Vereinten Nationen legitimiert, eine Verteidigung zu organisieren, sondern augenscheinlich darum, einen neuen Konfliktherd im Nahen Osten zu entfachen.","Jetzt geht es nicht darum, gegen einen klar erkennbaren Angriff und von den Vereinten Nationen legitimiert, eine Verteidigung zu organisieren, sondern augenscheinlich darum, einen neuen Konfliktherd im Nahen Osten zu entfachen."
Nation,1990-2004,2002,2002-11-28,"Nun, da die Unilateralisten vorerst geschlagen sind und Amerika gemeinsam mit den Vereinten Nationen Druck auf den Irak ausübt, gibt der Außenminister seine Sicht auf die brutalen Machtkämpfe im Kabinett Bush frei.","Nun, da die Unilateralisten vorerst geschlagen sind und Amerika gemeinsam mit den Vereinten Nationen Druck auf den Irak ausübt, gibt der Außenminister seine Sicht auf die brutalen Machtkämpfe im Kabinett Bush frei."
Nation,1990-2004,2002,2002-11-07,"Von den Deutschen darf erwartet werden, dass sie den Wert ihrer Nation nicht nach der Effizienz ihrer Fabriken und ihres Außenhandels bemessen, sondern durch Taten belegen, zu denen andere Nationen nicht verpflichtet sind.","Von den Deutschen darf erwartet werden, dass sie den Wert ihrer Nation nicht nach der Effizienz ihrer Fabriken und ihres Außenhandels bemessen, sondern durch Taten belegen, zu denen andere Nationen nicht verpflichtet sind."
Nation,1990-2004,2002,2002-09-05,"Die Sparquote steigt, und das obwohl die Deutschen ohnehin schon zu den knauserigsten Nationen der Welt gehören.","Die Sparquote steigt, und das obwohl die Deutschen ohnehin schon zu den knauserigsten Nationen der Welt gehören."
Nation,1990-2004,2002,2002-08-15,"Ein wenig lässiger Luxus, eine Prise prickelnder Glamour, Schauspielerinnen wie Nadja Tiller und Ruth Leuwerick waren gut für beides, und die Zeitschrift, in der dieser Teil der Wiedergeburt der Nation stattfand, hieß Film und Frau, gedruckt im leichten Chamois-Ton.","Ein wenig lässiger Luxus, eine Prise prickelnder Glamour, Schauspielerinnen wie Nadja Tiller und Ruth Leuwerick waren gut für beides, und die Zeitschrift, in der dieser Teil der Wiedergeburt der Nation stattfand, hieß Film und Frau, gedruckt im leichten Chamois-Ton."
Nation,1990-2004,2002,2002-02-07,"Die Nation schunkelt, und meine ohnehin melancholische norddeutsche Seele wird von Tag zu Tag trister.","Die Nation schunkelt, und meine ohnehin melancholische norddeutsche Seele wird von Tag zu Tag trister."
Nation,1990-2004,2002,2002-08-22,Deutschland muss sich mit seiner Umweltpolitik nicht hinter dem Tun und Lassen anderer Nationen verstecken.,Deutschland muss sich mit seiner Umweltpolitik nicht hinter dem Tun und Lassen anderer Nationen verstecken.
Nation,1990-2004,2002,2002-07-04,"Wer sonst sollte das in einem Land wie Japan machen, in dem die Bevölkerung rascher altert als die jeder anderen Nation und die dennoch nicht auf Einwanderung setzt, um junge Leute ins Land zu bekommen?","Wer sonst sollte das in einem Land wie Japan machen, in dem die Bevölkerung rascher altert als die jeder anderen Nation und die dennoch nicht auf Einwanderung setzt, um junge Leute ins Land zu bekommen?"
Nation,1990-2004,2002,2002-12-23,"Als Essener Äbtissin war Maria Kunigunde Reichsfürstin, Oberhaupt eines der mehr als 300 souveränen Territorien, aus denen das Heilige Römische Reich Deutscher Nation bis zu seinem endgültigen Ende 1806 bestand","Als Essener Äbtissin war Maria Kunigunde Reichsfürstin, Oberhaupt eines der mehr als 300 souveränen Territorien, aus denen das Heilige Römische Reich Deutscher Nation bis zu seinem endgültigen Ende 1806 bestand"
Nation,1990-2004,2002,2002-05-02,"Und wer weiß , zu welchen Geschichten die deutsche Nation in sieben Jahren Anlass gibt?","Und wer weiß , zu welchen Geschichten die deutsche Nation in sieben Jahren Anlass gibt?"
